intent,examples
greet_good_morning,A fresh morning to you!
greet_good_morning,Hello good morning!
greet_good_morning,Morning how's the day going?
greet_good_morning,Good morning chatbot!
greet_good_morning,Rise and shine AI!
greet_good_morning,Good morning assistant!
greet_good_morning,How's your morning?
greet_good_morning,Good morning what can you do?
greet_good_morning,Morning tell me something interesting!
greet_good_morning,What's the news this morning?
greet_good_morning,Morning vibes! Let's chat!
greet_good_morning,Good morning I need help.
greet_good_morning,What's up this morning?
greet_good_morning,Hey how's your morning so far?
greet_good_morning,Hope you're having a good morning.
greet_good_morning,Good morning tell me a bird fact!
greet_good_morning,Morning AI any updates?
greet_good_morning,Let's start the day with some bird facts!
greet_good_morning,Wishing you a bright morning!
greet_good_morning,Morning ready to learn something new?
greet_good_morning,AI what's trending this morning?
greet_good_morning,Let's make this morning productive!
greet_good_morning,Another day another chat with AI!
greet_good_morning,Good morning got any recommendations?
greet_good_morning,Tell me something exciting this morning!
greet_good_morning,A wonderful morning to you!
greet_good_morning,Morning AI share a fun fact!
greet_good_morning,Any bird migration updates this morning?
greet_good_morning,Good morning time to chat!
greet_good_morning,AI let's kick off the morning with knowledge!
greet_good_morning,Give me some morning motivation!
greet_good_morning,What’s new in the world of birds this morning?
greet_good_morning,A perfect morning for learning!
greet_good_morning,How’s your system running this morning?
greet_good_morning,Morning AI tell me a random fact!
greet_good_morning,What’s on the agenda today chatbot?
greet_good_morning,Tell me something about birds this morning!
greet_good_morning,Let’s start the day with knowledge!
greet_good_morning,AI tell me a joke to start the morning!
greet_good_morning,A good morning for a great chat!
greet_good_morning,Start my day with something cool!
greet_good_morning,Morning AI do you have a fun fact for me?
greet_good_morning,Good morning assistant! Let's get to work.
greet_good_morning,Good morning! Inspire me today.
greet_good_morning,What do you have for me this morning AI?
greet_good_morning,Morning chatbot let’s talk!
greet_good_morning,How’s the bot doing this morning?
greet_good_morning,Give me a weather update this morning!
greet_good_morning,AI what should I learn today?
greet_good_morning,Tell me a bird story this morning!
greet_good_morning,Morning chatbot any new updates?
greet_good_morning,What’s the best thing about today’s morning?
greet_good_morning,AI surprise me with something new!
greet_good_morning,I’m ready for some morning knowledge!
greet_good_morning,Let’s chat about birds this morning!
greet_good_morning,How’s the AI world this morning?
greet_good_morning,AI do birds wake up early?
greet_good_morning,What’s a good morning routine for a bird watcher?
greet_good_morning,Can you give me an interesting morning quiz?
greet_good_afternoon,Good afternoon!
greet_good_afternoon,Afternoon!
greet_good_afternoon,Hey good afternoon!
greet_good_afternoon,Hope you're having a good afternoon!
greet_good_afternoon,Hello how's your afternoon?
greet_good_afternoon,What's up this afternoon?
greet_good_afternoon,Good afternoon chatbot!
greet_good_afternoon,AI how's the afternoon treating you?
greet_good_afternoon,Sunny afternoon today!
greet_good_afternoon,Hello good afternoon!
greet_good_afternoon,Hey bot what's happening?
greet_good_afternoon,Afternoon vibes! Let's talk!
greet_good_afternoon,Good afternoon got any bird facts?
greet_good_afternoon,Chatbot how's your afternoon?
greet_good_afternoon,Hey AI good afternoon!
greet_good_afternoon,Tell me something cool this afternoon!
greet_good_afternoon,What can we do this afternoon?
greet_good_afternoon,Afternoon bot let's chat!
greet_good_afternoon,Good afternoon any updates?
greet_good_afternoon,Hey how's your day so far?
greet_good_afternoon,AI let's talk about birds this afternoon!
greet_good_afternoon,Having a good afternoon?
greet_good_afternoon,AI tell me a fun fact this afternoon.
greet_good_afternoon,Good afternoon let's learn something!
greet_good_afternoon,AI suggest something for this afternoon.
greet_good_afternoon,What’s happening in the bird world this afternoon?
greet_good_afternoon,Afternoon chatbot tell me some news!
greet_good_afternoon,How’s the weather this afternoon?
greet_good_afternoon,AI tell me a bird fact for the afternoon!
greet_good_afternoon,Any migration updates for this afternoon?
greet_good_afternoon,Chatbot let’s chat about nature!
greet_good_afternoon,Any fun bird stories this afternoon?
greet_good_afternoon,Let’s learn something before the day ends!
greet_good_afternoon,AI how do birds rest in the afternoon?
greet_good_afternoon,Suggest a bird-related activity for this afternoon!
greet_good_afternoon,What’s a fun fact about birds in the afternoon?
greet_good_afternoon,Tell me an interesting bird call this afternoon!
greet_good_afternoon,Afternoon learning session chatbot?
greet_good_afternoon,Hey AI do birds take naps in the afternoon?
greet_good_afternoon,What’s the best way to observe birds in the afternoon?
greet_good_afternoon,Let’s talk about nature this afternoon!
greet_good_afternoon,AI any cool trivia for me?
greet_good_afternoon,What’s a unique bird behavior in the afternoon?
greet_good_afternoon,Afternoon chatbot let’s have some fun facts!
greet_good_afternoon,Tell me something mind-blowing this afternoon!
greet_good_afternoon,How do birds communicate in the afternoon?
greet_good_afternoon,Chatbot let’s explore new bird species this afternoon!
greet_good_afternoon,Any famous bird migration routes this afternoon?
greet_good_afternoon,AI let’s do a bird quiz this afternoon!
greet_good_afternoon,What’s a fun bird-related challenge for the afternoon?
greet_good_afternoon,What can we do this afternoon?
greet_good_afternoon,Afternoon bot let's chat!
greet_good_afternoon,Good afternoon any updates?
greet_good_afternoon,Hey how's your day so far?
greet_good_evening,Good evening!
greet_good_evening,Evening!
greet_good_evening,Hope you had a great day!
greet_good_evening,How's your evening going?
greet_good_evening,Evening chatbot what's new?
greet_good_evening,AI tell me something interesting tonight!
greet_good_evening,Any bird facts for the evening?
greet_good_evening,What's up this evening?
greet_good_evening,Good evening let's chat!
greet_good_evening,Evening AI got any recommendations?
greet_good_evening,AI how was your day?
greet_good_evening,Evening vibes! Let's talk birds!
greet_good_evening,What's the latest update tonight?
greet_good_evening,How's the weather tonight?
greet_good_evening,AI can we talk about owls?
greet_good_evening,Good evening tell me about nocturnal birds
greet_good_evening,AI how's your evening?
greet_good_evening,How's the chatbot doing tonight?
greet_good_evening,Let's discuss something fun tonight!
greet_good_evening,What's a good bird story for the evening?
greet_good_evening,AI let's learn something new before bed!
greet_good_evening,Good evening chatbot let's chat!
greet_good_evening,Tell me an interesting night bird fact
greet_good_evening,AI what's a relaxing evening activity?
greet_good_evening,AI I need help before I sleep!
greet_good_evening,Evening AI got any recommendations?
greet_good_evening,AI how was your day?
greet_good_evening,Evening vibes! Let's talk birds!
greet_good_evening,What's the latest update tonight?
greet_good_evening,How's the weather tonight?
greet_good_evening,AI can we talk about owls?
greet_good_evening,Good evening tell me about nocturnal birds.
greet_good_evening,AI how's your evening?
greet_good_evening,How's the chatbot doing tonight?
greet_good_evening,Let's discuss something fun tonight!
greet_good_evening,What's a good bird story for the evening?
greet_good_evening,AI let's learn something new before bed!
greet_good_evening,Good evening chatbot let's chat!
greet_good_evening,Tell me an interesting night bird fact.
greet_good_evening,AI what's a relaxing evening activity?
greet_good_evening,AI I need help before I sleep!
greet_good_evening,Good evening AI how's everything?
greet_good_evening,Evening AI do you have any fun facts?
greet_good_evening,AI what birds are active at night?
greet_good_evening,AI can you suggest a calming bird song?
greet_good_evening,How do birds sleep at night?
greet_good_evening,Evening chatbot let’s talk about nature.
greet_good_evening,What birds can I see at night?
greet_good_evening,AI let's chat about bird migration.
greet_good_evening,Good evening any interesting facts?
greet_good_evening,Tell me a fun evening story AI.
greet_good_evening,AI do birds dream?
greet_good_evening,Evening bot tell me a cool bird fact!
greet_good_evening,I love this time of the day! Any bird trivia?
greet_good_evening,How do birds prepare for the night?
greet_good_night,Good night!
greet_good_night,Night!
greet_good_night,Sleep well!
greet_good_night,See you tomorrow!
greet_good_night,AI good night!
greet_good_night,Good night chatbot!
greet_good_night,AI I'm off to bed.
greet_good_night,AI say something before I sleep.
greet_good_night,Tell me a bedtime bird story!
greet_good_night,AI wish me goodnight!
greet_good_night,I'm going to sleep AI!
greet_good_night,What's a relaxing bird sound?
greet_good_night,AI any nighttime bird songs?
greet_good_night,Good night see you tomorrow!
greet_good_night,AI can I hear a calming bird fact?
greet_good_night,Sleepy time AI!
greet_good_night,AI any facts about night birds?
greet_good_night,Good night AI. You're awesome!
greet_good_night,I need a relaxing bird sound to sleep.
greet_good_night,AI tell me about owls before bed.
greet_good_night,AI I'll chat with you tomorrow!
greet_good_night,Can you play a night bird sound?
greet_good_night,AI tell me about a night bird!
greet_good_night,AI wish me goodnight!
greet_good_night,AI talk to you in the morning!
greet_good_night,Have a peaceful night AI.
greet_good_night,What birds are active at night?
greet_good_night,AI tell me a story about owls.
greet_good_night,AI do birds sleep at night?
greet_good_night,Good night and thanks for the chat!
greet_good_night,Tell me a fun bird fact before I sleep.
greet_good_night,What bird sounds are soothing?
greet_good_night,AI any night sky facts?
greet_good_night,Let’s wrap up the day AI!
greet_good_night,AI say something relaxing.
greet_good_night,Can you play an owl hoot sound?
greet_good_night,AI do birds dream?
greet_good_night,What’s the best nighttime bird?
greet_good_night,AI tell me something interesting before bed.
greet_good_night,AI let’s talk about dreams!
greet_good_night,AI tell me something inspiring before bed.
greet_good_night,AI I’ll be back tomorrow for more facts!
greet_good_night,AI tell me about the calming effect of bird sounds.
greet_good_night,AI what are some sleep-related bird myths?
greet_good_night,AI let’s wrap up the night with a cool fact!
greet_good_night,AI do birds like the moonlight?
greet_good_night,AI can you recommend a relaxing nighttime activity?
greet_good_night,AI let’s end the night with a fun fact!
greet_good_night,AI tell me about dream symbolism with birds.
greet_good_night,AI what are the best nighttime bird sounds?
greet_good_night,AI what’s a relaxing thing birds do before sleep?
greet_good_night,AI I’m signing off for the night. See you tomorrow!
greet_checking_in,How are you
greet_checking_in,How are you doing today?
greet_checking_in,Just checking in how's your day?
greet_checking_in,Hope you're having a good day. How can I assist you?
greet_checking_in,Is there anything I can do for you?
greet_checking_in,How's everything going?
greet_checking_in,I wanted to check in with you.
greet_checking_in,Just seeing how you're doing.
greet_checking_in,How have you been?
greet_checking_in,Hope all is well with you today.
greet_checking_in,Is there anything on your mind?
greet_checking_in,How's your morning/afternoon/evening going?
greet_checking_in,How was your day so far?
greet_checking_in,Just checking in�need any help?
greet_checking_in,I hope you're doing great! Need anything?
greet_checking_in,Want to talk about birds today?
greet_checking_in,Let me know if I can help with something.
greet_checking_in,Anything I can do for you right now?
greet_checking_in,Hope you're having a smooth day!
greet_checking_in,Is there any birdrelated topic I can assist with?
greet_checking_in,How's life treating you?
greet_checking_in,Just a quick checkin�are you doing okay?
greet_checking_in,What's new with you today?
greet_checking_in,Do you have any birdrelated questions?
greet_checking_in,Here to check in! What's on your mind?
greet_checking_in,Just checking in�let's chat!
greet_checking_in,How are you chatbot
greet_checking_in,How was the day going 
greet_checking_in,How is your day going featherfind
greet_checking_in,How are you featherfind
goodbye,cu
goodbye,good by
goodbye,cee you later
goodbye,good night
goodbye,bye
goodbye,goodbye
goodbye,have a nice day
goodbye,see you around
goodbye,bye bye
goodbye,see you later
goodbye,see ya
goodbye,take care
goodbye,catch you later
goodbye,farewell
goodbye,talk to you soon
goodbye,until next time
goodbye,peace out
goodbye,later
goodbye,I'm out
goodbye,see you next time
goodbye,have a good one
goodbye,take it easy
goodbye,so long
goodbye,gotta go
goodbye,have a great day
goodbye,have a wonderful day
goodbye,stay safe
goodbye,see you soon
goodbye,cheers
goodbye,adios
goodbye,ciao
goodbye,au revoir
goodbye,sayonara
goodbye,hasta la vista
goodbye,later gator
goodbye,bye for now
goodbye,see you tomorrow
goodbye,talk later
goodbye,have a nice evening
goodbye,keep in touch
goodbye,see you in a bit
goodbye,all the best
goodbye,farewell friend 
goodbye,I'm off
goodbye,I'm leaving
goodbye,time to go
goodbye,talk soon
goodbye,signing off
goodbye,hope to chat again
goodbye,see you again
goodbye,Later alligator!
goodbye,See ya!
goodbye,Bye-bye!
goodbye,Take it easy!
goodbye,Have a great day!
goodbye,See you around!
goodbye,Until we meet again!
goodbye,Peace out!
goodbye,So long!
goodbye,Gotta go!
goodbye,Talk to you later!
goodbye,See you tomorrow!
goodbye,Stay safe!
goodbye,Iâ€™m off!
goodbye,Keep in touch!
goodbye,Later!
goodbye,It was nice talking to you!
goodbye,Adios!
goodbye,Ciao!
goodbye,Sayonara!
goodbye,Bye take care!
goodbye,Have a good one!
goodbye,See you next time!
goodbye,Until later!
goodbye,Hope to see you again!
goodbye,So long my friend!
goodbye,Have a nice day!
goodbye,Take care of yourself!
goodbye,Gotta run!
goodbye,Enjoy your day!
goodbye,Stay well!
goodbye,Until we chat again!
goodbye,Catch you on the flip side!
goodbye,Itâ€™s been real!
goodbye,Be well!
goodbye,Safe travels!
goodbye,Goodbye my friend!
goodbye,Iâ€™ll be seeing you!
goodbye,Donâ€™t be a stranger!
goodbye,Wish you the best!
goodbye,See you when I see you!
goodbye,Have a wonderful time!
goodbye,Goodbye!
goodbye,See you later!
goodbye,Take care!
goodbye,Bye for now!
goodbye,Catch you later!
goodbye,Farewell!
goodbye,See you soon!
goodbye,Until next time!
affirm,yes
affirm,y
affirm,indeed
affirm,of course
affirm,that sounds good
affirm,correct
affirm,absolutely
affirm,sure
affirm,definitely
affirm,exactly
affirm,that's right
affirm,affirmative
affirm,yeah
affirm,yup
affirm,sure thing
affirm,you bet
affirm,no doubt
affirm,that's true
affirm,agreed
affirm,sounds great
affirm,sounds perfect
affirm,yes 100% sure
affirm,okay
affirm,ok
affirm,right
affirm,roger that
affirm,I agree
affirm,certainly
affirm,for sure
affirm,totally
affirm,uh-huh
affirm,I think so
affirm,why not
affirm,makes sense
affirm,I'm in
affirm,I approve
affirm,that's correct
affirm,naturally
affirm,you got it
affirm,precisely
affirm,couldn't agree more
affirm,sure  why not
affirm,go ahead
affirm,yes please 
affirm,undoubtedly
affirm,I second that
affirm,quite so
affirm,without a doubt
affirm,exactly right
affirm,Yes!
affirm,Absolutely!
affirm,Sure!
affirm,Of course!
affirm,Definitely!
affirm,Indeed!
affirm,That's right!
affirm,Exactly!
affirm,Correct!
affirm,Sure thing!
affirm,Yep!
affirm,Yup!
affirm,Uh-huh!
affirm,You got it!
affirm,Thatâ€™s true!
affirm,I agree!
affirm,Right on!
affirm,You bet!
affirm,Affirmative!
affirm,Sounds good!
affirm,Totally!
affirm,No doubt!
affirm,Fine!
affirm,Okay!
affirm,Alright!
affirm,That's correct!
affirm,Youâ€™re spot on!
affirm,100%!
affirm,For sure!
affirm,Yes please!
affirm,I think so!
affirm,I believe so!
affirm,That's exactly it!
affirm,Couldn't agree more!
affirm,Without a doubt!
affirm,Yes thatâ€™s what I meant!
affirm,I confirm!
affirm,Right!
affirm,True!
affirm,Absolutely right!
affirm,That works!
affirm,Go ahead!
affirm,Yes thatâ€™s fine!
affirm,Yes I accept!
affirm,Yes I approve!
affirm,Yes youâ€™re correct!
affirm,Thatâ€™s exactly what I meant!
affirm,Yes go for it!
affirm,Thatâ€™s the one!
affirm,Yes that makes sense!
deny,no
deny,n
deny,never
deny,I don't think so
deny,don't like that
deny,no way
deny,not really
deny,absolutely not
deny,nope
deny,nah
deny,not at all
deny,not happening
deny,no chance
deny,I disagree
deny,I don't agree
deny,not now
deny,not interested
deny,count me out
deny,negative
deny,no thanks
deny,not for me
deny,I'd rather not
deny,doesn't sound good
deny,I wouldn't say so
deny,out of the question
deny,forget it
deny,no never 
deny,not this time
deny,I refuse
deny,I decline
deny,no sir
deny,no ma'am
deny,that's incorrect
deny,no  thank you
deny,unlikely
deny,nope  not happening
deny,I'd prefer not to
deny,absolutely not
deny,I can't
deny,not a fan
deny,no  I don't
deny,I reject that
deny,I'm not sure about that
deny,I wouldn't bet on it
deny,no  not really
deny,not my thing
deny,I won't
deny,I don't approve
deny,not feeling it
deny,doesn't work for me
thank_you,Thanks!
thank_you,I appreciate it.
thank_you,Thank you so much!
thank_you,Many thanks.
thank_you,Much appreciated.
thank_you,Thanks a ton!
thank_you,Thanks a bunch!
thank_you,I'm grateful.
thank_you,Cheers!
thank_you,Appreciate it.
thank_you,Thanks a million!
thank_you,I really appreciate that.
thank_you,Thanks a lot!
thank_you,Huge thanks!
thank_you,Many many thanks.
thank_you,Big thanks to you.
thank_you,I'm thankful.
thank_you,Thanks for your help.
thank_you,You have my gratitude.
thank_you,Thanks a lot chatbot!
thank_you,Thank you kindly.
thank_you,I can't thank you enough.
thank_you,Appreciate your time!
thank_you,A heartfelt thanks to you.
thank_you,Thanks for everything!
thank_you,Stay well!
thank_you,Until we chat again!
thank_you,Catch you on the flip side!
thank_you,Be well!
thank_you,Safe travels!
thank_you,Goodbye my friend!
thank_you,Wish you the best!
thank_you,See you when I see you!
thank_you,Have a wonderful time!
thank_you,Goodbye!
thank_you,See you later!
thank_you,Take care!
thank_you,Bye for now!
thank_you,Catch you later!
thank_you,Farewell!
thank_you,See you soon!
thank_you,Until next time!
agree,I suppose so.
agree,That sounds reasonable.
agree,I can go with that.
agree,It makes sense.
agree,I guess that's okay.
agree,I don't mind.
agree,Seems alright.
agree,That works for me.
agree,I think I understand.
agree,It's acceptable.
agree,Absolutely 100%!
agree,No doubt about it.
agree,That's the best idea ever!
agree,I completely agree.
agree,Couldn't have said it better myself.
agree,Totally on board!
agree,I stand by that completely.
agree,Count me in!
agree,Couldn't agree more.
agree,You're spot on!
agree,That’s exactly what I was thinking.
agree,I totally support that.
agree,That’s a solid point.
agree,Agreed!
agree,Without a doubt.
agree,I see your point.
agree,That’s correct.
agree,Yeah that makes sense.
agree,That’s a fair point.
agree,I’m with you on that.
agree,You’re absolutely right.
agree,No arguments from me.
agree,I’ll go along with that.
agree,Right on!
agree,Sounds like a plan.
agree,You’ve convinced me.
agree,Yes that’s true.
agree,I back that up.
agree,Couldn’t have put it better myself.
agree,100% in agreement.
agree,We’re on the same page.
agree,I like that idea.
agree,I see eye to eye with you.
agree,Definitely agree!
agree,You nailed it!
agree,That’s a valid argument.
agree,I’d say so.
agree,That’s a strong point.
agree,Couldn’t argue with that.
agree,That logic checks out.
agree,Makes perfect sense.
agree,Completely in favor.
agree,I second that!
agree,I’ll support that decision.
agree,That view aligns with mine.
agree,That’s exactly right.
agree,I respect that perspective.
agree,Can’t argue with that logic.
agree,That’s just common sense.
agree,You read my mind!
agree,I was thinking the same thing.
agree,Well said!
agree,That statement is on point.
agree,That’s an interesting perspective and I agree.
agree,I find no flaws in that reasoning.
agree,That’s a wise conclusion.
agree,That’s a brilliant observation.
agree,Couldn’t be more accurate.
agree,That’s exactly what I believe.
agree,You summed it up perfectly.
agree,That resonates with me.
agree,Your reasoning is flawless.
agree,That’s a well-supported claim.
agree,You got that right!
agree,That conclusion makes sense.
agree,I support that viewpoint.
agree,I’m aligned with that idea.
agree,That sounds just right.
agree,I wouldn’t change a thing about that statement.
agree,That’s well thought out.
agree,I have to agree.
agree,Spot on analysis!
agree,I won’t disagree with that.
agree,I see no reason to doubt that.
agree,I appreciate that perspective.
agree,That’s a fair assumption.
agree,That’s the most logical conclusion.
agree,I acknowledge the validity of that.
agree,That sounds convincing.
agree,I couldn’t say it any better.
agree,That conclusion is well-founded.
agree,It aligns with my views.
agree,The logic is undeniable.
agree,That’s beyond doubt.
agree,That’s a great way to put it.
agree,I’d vouch for that.
agree,Absolutely I see your point.
agree,That sounds accurate.
agree,Couldn’t disagree even if I tried.
agree,I have no objections to that.
agree,That’s a reasonable conclusion.
agree,That’s a strong take on it.
mood_great,perfect
mood_great,great
mood_great,amazing
mood_great,feeling like a king
mood_great,wonderful
mood_great,I am feeling very good
mood_great,I am great
mood_great,I am amazing
mood_great,I am going to save the world
mood_great,super stoked
mood_great,extremely good
mood_great,so so perfect
mood_great,so good
mood_great,so perfect
mood_great,fantastic
mood_great,awesome
mood_great,I'm on top of the world
mood_great,couldn't be better
mood_great,I'm feeling unstoppable
mood_great,totally blessed
mood_great,I'm thriving
mood_great,I'm in a great mood
mood_great,things are going amazing
mood_great,I'm full of energy
mood_great,couldn't ask for more
mood_great,I feel like a champion
mood_great,I'm loving life
mood_great,I feel wonderful today
mood_great,today is a great day
mood_great,I'm feeling excellent
mood_great,absolutely fantastic
mood_great,really happy
mood_great,so excited
mood_great,my day is going awesome
mood_great,I'm feeling top-notch
mood_great,all is well
mood_great,super happy
mood_great,I'm smiling all day
mood_great,feeling fabulous
mood_great,totally pumped
mood_great,I'm in the best mood
mood_great,everything is going my way
mood_great,I'm feeling so blessed
mood_great,it's a beautiful day
mood_great,can't complain  feeling great
mood_great,I'm in high spirits
mood_great,super excited about today
mood_great,best day ever
mood_great,I'm feeling sky-high
mood_great,full of joy
mood_great,I'm glowing today
mood_great,my energy is through the roof
mood_great,I'm feeling great!
mood_great,I'm doing fantastic!
mood_great,I'm having an awesome day!
mood_great,Life is good!
mood_great,I'm feeling amazing!
mood_great,I'm on top of the world!
mood_great,Feeling wonderful!
mood_great,Today is a great day!
mood_great,I'm super happy!
mood_great,I couldn't be better!
mood_great,Everything is going perfectly!
mood_great,I'm full of energy!
mood_great,I feel so blessed!
mood_great,Loving life right now!
mood_great,Feeling fantastic!
mood_great,I'm really happy today!
mood_great,Everything is awesome!
mood_great,I'm in a great mood!
mood_great,Best day ever!
mood_great,I feel super positive!
mood_great,I'm feeling optimistic!
mood_great,Smiling all day!
mood_great,I'm on cloud nine!
mood_great,So happy right now!
mood_great,Everything feels perfect!
mood_great,I'm full of joy!
mood_great,I love how today is going!
mood_great,Feeling really good!
mood_great,Can't stop smiling!
mood_great,I'm feeling cheerful!
mood_great,This is a fantastic day!
mood_great,I feel inspired!
mood_great,Loving the vibes today!
mood_great,Feeling so grateful!
mood_great,I'm in such a good mood!
mood_great,Feeling really motivated!
mood_great,I'm so content right now!
mood_great,Feeling blessed!
mood_great,Everything feels so positive!
mood_great,I'm happy with everything!
mood_great,Best mood ever!
mood_great,I'm feeling fantastic today!
mood_great,This is the best day in a while!
mood_great,Feeling super refreshed!
mood_great,So much happiness today!
mood_great,I'm feeling unstoppable!
mood_great,Everything feels like it's falling into place!
mood_great,I have so much energy!
mood_great,I feel amazing today!
mood_great,Feeling extremely positive right now!
mood_unhappy,my day was horrible
mood_unhappy,I am sad
mood_unhappy,I don't feel very well
mood_unhappy,I am disappointed
mood_unhappy,super sad
mood_unhappy,I'm so sad
mood_unhappy,sad
mood_unhappy,very sad
mood_unhappy,unhappy
mood_unhappy,not good
mood_unhappy,not very good
mood_unhappy,extremely sad
mood_unhappy,so saad
mood_unhappy,so sad
mood_unhappy,I feel terrible
mood_unhappy,I'm feeling down
mood_unhappy,I'm really upset
mood_unhappy,today was a bad day
mood_unhappy,I'm feeling hopeless
mood_unhappy,I don't feel okay
mood_unhappy,I'm not in a good mood
mood_unhappy,everything is going wrong
mood_unhappy,I'm feeling depressed
mood_unhappy,I'm feeling miserable
mood_unhappy,I feel like crying
mood_unhappy,I'm emotionally drained
mood_unhappy,nothing is going right
mood_unhappy,I'm really frustrated
mood_unhappy,I'm having a rough day
mood_unhappy,feeling heartbroken
mood_unhappy,life is tough right now
mood_unhappy,I'm in a bad mood
mood_unhappy,I'm feeling stressed out
mood_unhappy,I feel empty
mood_unhappy,I just want to be alone
mood_unhappy,I’m feeling worthless
mood_unhappy,I'm overwhelmed
mood_unhappy,I'm not okay
mood_unhappy,today is not my day
mood_unhappy,I'm mentally exhausted
mood_unhappy,I feel lost
mood_unhappy,I'm feeling defeated
mood_unhappy,I'm feeling awful
mood_unhappy,I don't know what to do
mood_unhappy,I feel like giving up
mood_unhappy,I'm really struggling
mood_unhappy,it's been a rough day
mood_unhappy,I'm so frustrated
mood_unhappy,I feel broken
mood_unhappy,I'm not feeling myself today
mood_unhappy,I'm feeling down.
mood_unhappy,I'm not having a good day.
mood_unhappy,I'm feeling sad.
mood_unhappy,Today is not my day.
mood_unhappy,I'm feeling a bit low.
mood_unhappy,I'm not in a good mood.
mood_unhappy,I feel awful today.
mood_unhappy,I'm feeling really upset.
mood_unhappy,I'm not feeling great.
mood_unhappy,I feel miserable.
mood_unhappy,Today is really tough.
mood_unhappy,I'm feeling stressed.
mood_unhappy,I feel exhausted and sad.
mood_unhappy,Nothing is going right today.
mood_unhappy,I'm having a bad day.
mood_unhappy,Feeling really disappointed.
mood_unhappy,I just feel empty.
mood_unhappy,I'm feeling anxious today.
mood_unhappy,I feel emotionally drained.
mood_unhappy,I wish today would be over.
mood_unhappy,I'm feeling down in the dumps.
mood_unhappy,I feel like crying.
mood_unhappy,Nothing is going my way.
mood_unhappy,I'm feeling really frustrated.
mood_unhappy,I just feel lonely.
mood_unhappy,I'm feeling heartbroken.
mood_unhappy,This is one of the worst days.
mood_unhappy,I'm feeling hopeless.
mood_unhappy,I feel stuck and unhappy.
mood_unhappy,I'm feeling really overwhelmed.
mood_unhappy,I just want to be alone.
mood_unhappy,Nothing feels right today.
mood_unhappy,I can't shake this sadness.
mood_unhappy,I feel so unmotivated.
mood_unhappy,I'm struggling today.
mood_unhappy,I'm feeling lost.
mood_unhappy,I wish things were different.
mood_unhappy,I just feel really down.
mood_unhappy,I'm feeling pretty hopeless.
mood_unhappy,I feel completely drained.
mood_unhappy,I'm not in the mood for anything.
mood_unhappy,I feel like everything is falling apart.
mood_unhappy,I'm so frustrated right now.
mood_unhappy,I feel like giving up.
mood_unhappy,I feel like no one understands me.
mood_unhappy,Everything is going wrong today.
mood_unhappy,I'm feeling really bitter.
mood_unhappy,I can't shake off this sadness.
mood_unhappy,I just want to cry.
mood_unhappy,Today feels like a disaster.
bot_challenge,are you a bot?
bot_challenge,are you a human?
bot_challenge,am I talking to a bot?
bot_challenge,am I talking to a human?
bot_challenge,are you real?
bot_challenge,are you an AI?
bot_challenge,are you a machine?
bot_challenge,do you have feelings?
bot_challenge,are you a chatbot?
bot_challenge,are you self-aware?
bot_challenge,are you conscious?
bot_challenge,can you think like a human?
bot_challenge,do you have emotions?
bot_challenge,are you alive?
bot_challenge,are you a virtual assistant?
bot_challenge,do you have a brain?
bot_challenge,are you intelligent?
